Video_File,Predicted_Category,Predictions
./TestFULL/Baseball/Baseball_008 .mp4,Basketball,"[[-0.39659765  0.55798376 -0.04214831 -0.32809058 -0.33761948  0.2966084
  -0.17213503 -0.11196028 -0.3762486   0.14476323  0.13316038 -0.08177769
  -0.01973962 -0.35539842  0.01393647 -0.55668104  0.11979362  0.22596785
   0.4229524  -0.01367348 -0.31372342  0.06527594 -0.70351154  0.09495241
  -0.2990939 ]]"
./TestFULL/Baseball/Baseball_035 .mp4,Basketball,"[[ 0.04611766  0.43253255 -0.11867535 -0.15514016 -0.30176058  0.04454963
  -0.12850125 -0.31720743 -0.11407988  0.14989838 -0.13982889  0.03213631
  -0.04506902 -0.21143115 -0.2008077  -0.32916686 -0.03779222  0.2524487
   0.40926275  0.22860923  0.00172856  0.26113322 -0.46059814 -0.01829966
  -0.02195541]]"
./TestFULL/Baseball/Baseball_005 .mp4,Basketball,"[[-0.27934676  0.74267447  0.13232817 -0.4692049  -0.6116168   0.20154567
   0.01603216 -0.28627613 -0.4773705   0.03527167  0.17061976  0.14607432
   0.06646322 -0.38020644 -0.27076745 -0.5710048   0.12877072  0.27218953
   0.0318717   0.25105852 -0.37384635  0.32147405 -0.64180464 -0.06251301
   0.12491371]]"
./TestFULL/Baseball/Baseball_021 .mp4,Basketball,"[[ 0.04382331  0.2950972  -0.09898542 -0.3963602  -0.44660094  0.14983198
   0.02920734 -0.16258264 -0.13403392 -0.25596318  0.14584413  0.05146185
  -0.29430303 -0.0657789  -0.25764862 -0.33844915 -0.01196331 -0.07482282
   0.20689383 -0.05135525 -0.2532764   0.11605085 -0.51173526  0.1961188
   0.09963123]]"
./TestFULL/Baseball/Baseball_012 .mp4,Basketball,"[[-0.12869589  0.6513993  -0.07726734 -0.5578986  -0.08466144  0.01211686
  -0.06162883 -0.0177841  -0.18534614  0.3262074   0.06017317  0.18125696
  -0.18503024 -0.25724396 -0.07530209 -0.23172094 -0.00724542  0.3508134
   0.20791653  0.21622983  0.05477496  0.35382158 -0.33711272  0.09168996
  -0.08137123]]"
./TestFULL/Baseball/Baseball_050 .mp4,Basketball,"[[-0.00873722  0.46789655 -0.2688116  -0.33666047 -0.10782383  0.37015295
  -0.22723985 -0.39024177 -0.14085731 -0.10323473 -0.18439732  0.12449897
  -0.26706508 -0.00602782 -0.18655999 -0.6408903  -0.02135259 -0.00113444
   0.29253468  0.11731865 -0.18587501  0.01786439 -0.17727835 -0.14448617
  -0.12469397]]"
./TestFULL/Baseball/Baseball_019 .mp4,PostEarthquake,"[[-0.00754774  0.32107496  0.01626237 -0.50239384 -0.24631642  0.3011845
  -0.41645187 -0.3218498  -0.2925029   0.1945318  -0.15177642  0.36247587
  -0.23398432 -0.1852425  -0.19692394 -0.5312111  -0.01097548  0.04079886
   0.4739901   0.071832    0.03711927  0.17951858 -0.05854069 -0.04029682
  -0.11655116]]"
./TestFULL/Baseball/Baseball_022 .mp4,Basketball,"[[-0.03320381  0.47062302 -0.4254139  -0.28489137 -0.07882736  0.28709748
  -0.18051536 -0.05429684 -0.14089848  0.11137356  0.05703648  0.02193497
  -0.3257636   0.13650092 -0.28772217 -0.51582164  0.04821618  0.13613738
   0.30756122  0.01829136 -0.28472498  0.09094276 -0.42321017  0.22761668
  -0.11285883]]"
./TestFULL/Baseball/Baseball_001 .mp4,Basketball,"[[-0.06902695  0.52431685 -0.05749516 -0.45624706 -0.43226814  0.0107312
  -0.20475806 -0.30971763 -0.24306495  0.17030285 -0.05678926  0.14814878
  -0.15630853 -0.3121105   0.05661364 -0.3258729   0.02743519  0.427345
   0.3982922   0.26514575 -0.02418857  0.21713579 -0.28935176 -0.14583828
  -0.00277731]]"
./TestFULL/Baseball/Baseball_046 .mp4,Basketball,"[[-0.18979816  0.5224866  -0.03420176 -0.2430315  -0.3749535   0.1433878
  -0.35646835 -0.27017274 -0.18891433  0.32756785  0.12008893  0.04363962
  -0.25486794  0.03613945 -0.25552782 -0.5726761   0.0982049   0.22206768
   0.12089802  0.14731105 -0.0858673   0.2360319  -0.4999979  -0.29074922
  -0.05439441]]"
