Video_File,Predicted_Category,Predictions
./TestFULL/Baseball/Baseball_008 .mp4,CarRacing,"[[ 0.02919752 -0.02284423 -0.24461202  0.7973933   0.13343838  0.21471874
  -0.0530049   0.329055   -0.3890657   0.18556085 -0.48454884 -0.49061635
   0.01692892 -0.01607953 -0.1738143  -0.35028124 -0.08972514  0.5461995
   0.00232793  0.21311133  0.33048782  0.3841565  -0.345079    0.20641378
   0.70189184]]"
./TestFULL/Baseball/Baseball_035 .mp4,Cycling,"[[-0.0166616  -0.21967988 -0.2633563   0.34792566 -0.12511176  0.28527972
   0.16214216  0.5419741  -0.72485024  0.07976294 -0.40317798 -0.5239269
  -0.19965687 -0.18460046  0.02248196 -0.09126097  0.04458738  0.29603538
   0.10085939  0.06099397  0.18265651  0.04354516 -0.44203773  0.24004981
   0.5165244 ]]"
./TestFULL/Baseball/Baseball_005 .mp4,TrafficCongestion,"[[-0.04731207  0.17220509 -0.23855543  0.65405136 -0.20422505  0.49437693
   0.16160612  0.3050515  -0.548913    0.11977505 -0.74856937 -0.70185775
  -0.14852284  0.10733227 -0.10222992 -0.27894232 -0.25367025  0.13638994
  -0.01514899  0.18885882  0.17419441  0.08067167 -0.3307735   0.2648958
   0.764021  ]]"
./TestFULL/Baseball/Baseball_021 .mp4,CarRacing,"[[ 0.26648167  0.19581331 -0.15831824  0.5956408   0.07991893  0.0409428
   0.1332095   0.5262535  -0.28352842  0.07571064 -0.32438448 -0.6829748
   0.10576223 -0.08990109 -0.01226248 -0.2898843  -0.02196166  0.33808342
   0.0435962   0.00239935  0.09254331  0.36880937 -0.6028845   0.30770352
   0.40952346]]"
./TestFULL/Baseball/Baseball_012 .mp4,TrafficCongestion,"[[ 0.12312447  0.07184847 -0.15710065  0.6301866  -0.24627869  0.3158231
  -0.05402079  0.0045615  -0.30488023  0.31869832 -0.7277543  -0.38161546
  -0.1217436  -0.41458583 -0.24779126 -0.30104494 -0.22313261  0.16333747
  -0.11445768 -0.01108422  0.2574045   0.15550642 -0.34572488  0.09601297
   0.7039426 ]]"
./TestFULL/Baseball/Baseball_050 .mp4,Soccer,"[[ 0.20332706  0.30604497 -0.12976536  0.4522197  -0.16444929  0.2800471
   0.01101953  0.08121148 -0.35780358  0.3132721  -0.6591538  -0.5407643
   0.12207171 -0.18211314 -0.13955268 -0.3678352  -0.06715084  0.371393
   0.06720346 -0.07213838  0.26114953  0.4667318  -0.35082406  0.14069542
   0.30413097]]"
./TestFULL/Baseball/Baseball_019 .mp4,CarRacing,"[[ 0.1521303   0.08839    -0.16496387  0.50839293  0.11147968  0.27337235
   0.01841145  0.21881571 -0.26534662  0.37979877 -0.49060032 -0.3897696
   0.18962012 -0.3069341  -0.10165356 -0.42257506 -0.12391104  0.32419872
  -0.01747985  0.38445678  0.11369114  0.2703886  -0.2131772  -0.0377952
   0.46571124]]"
./TestFULL/Baseball/Baseball_022 .mp4,CarRacing,"[[ 0.02679178  0.02500887 -0.03236553  0.6051318  -0.2919827   0.14699101
   0.15252681  0.42431816 -0.30211574 -0.00128264 -0.5949889  -0.55199367
  -0.0564134  -0.18937314 -0.18018982 -0.3989237   0.21598907  0.26002976
  -0.23430899 -0.21756837  0.0756434   0.284776   -0.35670215  0.09532817
   0.41336942]]"
./TestFULL/Baseball/Baseball_001 .mp4,TrafficCongestion,"[[ 0.16570987  0.17586626 -0.21671903  0.35744664  0.03698763  0.1557275
   0.2195325   0.31662825 -0.311138    0.10543994 -0.3967929  -0.4480619
  -0.06405885 -0.1578993  -0.19567113 -0.22342989 -0.18552442  0.13381307
   0.1638836   0.23663871  0.09940042  0.1883895  -0.40469193  0.02748649
   0.6594702 ]]"
./TestFULL/Baseball/Baseball_046 .mp4,CarRacing,"[[ 0.07762166  0.18670489 -0.4943044   0.68345875  0.09078253  0.5462708
   0.16975026  0.22128542 -0.6382637   0.21440886 -0.59377205 -0.7114731
  -0.1031912   0.03147269  0.1370876  -0.34465152 -0.22638224  0.30777842
   0.00264719  0.09911419  0.16498196  0.1396239  -0.32194814  0.18925013
   0.5405446 ]]"
./TestFULL/Baseball/Baseball_028 .mp4,TrafficCongestion,"[[-0.15904765  0.2146126  -0.0736464   0.24718574  0.01004445  0.02495249
   0.29485816  0.24166368 -0.5155922   0.11537479 -0.16051638 -0.47682863
  -0.02646048 -0.13648726 -0.05620424 -0.49090168 -0.27468345 -0.00985878
  -0.00341572  0.07366093  0.14651988  0.29497224 -0.31226677  0.05002071
   0.42718506]]"
